date,datatype,station,value,city
1991-12-01,PRCP,GHCND:BR001556000,187.5,"Cuiaba, BR"
1991-12-01,PRCP,GHCND:BR001556001,57.2,"Cuiaba, BR"
1991-12-01,PRCP,GHCND:BR002548000,290.8,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002548001,184.2,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002548038,193.0,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002549004,183.2,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002549017,133.2,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002549041,162.2,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002549075,163.8,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002549077,229.3,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002549078,195.5,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002549081,260.8,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002549082,282.9,"Curitiba, BR"
1991-12-01,PRCP,GHCND:BR002748004,180.8,"Florianopolis, BR"
1991-12-01,PRCP,GHCND:BR002748005,235.2,"Florianopolis, BR"
1991-12-01,PRCP,GHCND:BR002748016,272.9,"Florianopolis, BR"
1991-12-01,PRCP,GHCND:BR002748023,127.9,"Florianopolis, BR"
1992-01-01,PRCP,GHCND:BR001555001,319.2,"Cuiaba, BR"
1992-01-01,PRCP,GHCND:BR001556000,241.5,"Cuiaba, BR"
1992-01-01,PRCP,GHCND:BR002548000,148.0,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002548001,109.7,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002548038,94.2,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002549004,137.9,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002549017,107.4,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002549041,97.3,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002549075,108.5,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002549077,45.7,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002549078,33.6,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002549081,71.8,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002549082,86.1,"Curitiba, BR"
1992-01-01,PRCP,GHCND:BR002748004,379.8,"Florianopolis, BR"
1992-01-01,PRCP,GHCND:BR002748005,249.8,"Florianopolis, BR"
1992-01-01,PRCP,GHCND:BR002748016,281.2,"Florianopolis, BR"
1992-01-01,PRCP,GHCND:BR002748023,207.7,"Florianopolis, BR"
1992-02-01,PRCP,GHCND:BR001555001,231.6,"Cuiaba, BR"
1992-02-01,PRCP,GHCND:BR001556000,193.1,"Cuiaba, BR"
1992-02-01,PRCP,GHCND:BR002548000,318.6,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002548001,234.3,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002548038,338.3,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002549004,255.0,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002549017,267.0,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002549041,250.2,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002549075,246.2,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002549077,122.9,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002549078,95.6,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002549080,128.7,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002549081,167.7,"Curitiba, BR"
1992-02-01,PRCP,GHCND:BR002748004,151.5,"Florianopolis, BR"
1992-02-01,PRCP,GHCND:BR002748005,443.0,"Florianopolis, BR"
1992-02-01,PRCP,GHCND:BR002748016,294.0,"Florianopolis, BR"
1992-02-01,PRCP,GHCND:BR002748023,53.0,"Florianopolis, BR"
1992-03-01,PRCP,GHCND:BR001555001,277.2,"Cuiaba, BR"
1992-03-01,PRCP,GHCND:BR001556000,230.3,"Cuiaba, BR"
1992-03-01,PRCP,GHCND:BR002548000,320.6,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002548001,162.2,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002548038,289.0,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002549004,122.5,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002549017,251.6,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002549041,175.7,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002549075,172.0,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002549077,144.3,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002549078,119.2,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002549080,147.7,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002549081,191.1,"Curitiba, BR"
1992-03-01,PRCP,GHCND:BR002748004,319.7,"Florianopolis, BR"
1992-03-01,PRCP,GHCND:BR002748005,240.7,"Florianopolis, BR"
1992-03-01,PRCP,GHCND:BR002748016,240.0,"Florianopolis, BR"
1992-03-01,PRCP,GHCND:BR002748023,159.7,"Florianopolis, BR"
1992-04-01,PRCP,GHCND:BR001555001,238.6,"Cuiaba, BR"
1992-04-01,PRCP,GHCND:BR001556000,225.9,"Cuiaba, BR"
1992-04-01,PRCP,GHCND:BR002548000,61.6,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002548001,29.0,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002548038,41.9,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002549004,19.0,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002549017,22.2,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002549041,21.4,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002549075,17.3,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002549077,24.1,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002549078,10.7,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002549080,22.5,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002549081,34.5,"Curitiba, BR"
1992-04-01,PRCP,GHCND:BR002748004,27.7,"Florianopolis, BR"
1992-04-01,PRCP,GHCND:BR002748005,16.4,"Florianopolis, BR"
1992-04-01,PRCP,GHCND:BR002748016,32.7,"Florianopolis, BR"
1992-04-01,PRCP,GHCND:BR002748023,48.0,"Florianopolis, BR"
1992-05-01,PRCP,GHCND:BR001555001,13.8,"Cuiaba, BR"
1992-05-01,PRCP,GHCND:BR001556000,23.7,"Cuiaba, BR"
1992-05-01,PRCP,GHCND:BR002548000,328.5,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002548001,244.9,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002548038,244.8,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002549004,240.6,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002549017,268.6,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002549041,255.2,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002549075,292.2,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002549077,316.9,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002549078,377.6,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002549080,301.7,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002549081,319.3,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002549082,284.3,"Curitiba, BR"
1992-05-01,PRCP,GHCND:BR002748004,232.6,"Florianopolis, BR"
1992-05-01,PRCP,GHCND:BR002748005,232.5,"Florianopolis, BR"
1992-05-01,PRCP,GHCND:BR002748016,254.0,"Florianopolis, BR"
1992-05-01,PRCP,GHCND:BR002748023,181.0,"Florianopolis, BR"
1992-06-01,PRCP,GHCND:BR001555001,0.6,"Cuiaba, BR"
1992-06-01,PRCP,GHCND:BR001556000,0.0,"Cuiaba, BR"
1992-06-01,PRCP,GHCND:BR002548000,57.4,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002548001,16.6,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002548038,57.3,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002549004,23.2,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002549017,48.6,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002549041,21.1,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002549075,26.0,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002549077,26.0,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002549078,76.6,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002549080,22.2,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002549081,40.4,"Curitiba, BR"
1992-06-01,PRCP,GHCND:BR002748004,85.4,"Florianopolis, BR"
1992-06-01,PRCP,GHCND:BR002748005,118.3,"Florianopolis, BR"
1992-06-01,PRCP,GHCND:BR002748016,91.4,"Florianopolis, BR"
1992-06-01,PRCP,GHCND:BR002748023,35.0,"Florianopolis, BR"
1992-07-01,PRCP,GHCND:BR001555001,17.6,"Cuiaba, BR"
1992-07-01,PRCP,GHCND:BR001556000,0.0,"Cuiaba, BR"
1992-07-01,PRCP,GHCND:BR002548000,264.7,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002548001,164.2,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002548038,198.2,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002549004,153.7,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002549017,169.3,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002549041,151.6,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002549075,154.0,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002549077,158.6,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002549078,91.6,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002549079,60.5,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002549080,118.8,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002549081,151.9,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002549082,149.0,"Curitiba, BR"
1992-07-01,PRCP,GHCND:BR002748004,144.3,"Florianopolis, BR"
1992-07-01,PRCP,GHCND:BR002748005,103.7,"Florianopolis, BR"
1992-07-01,PRCP,GHCND:BR002748016,191.7,"Florianopolis, BR"
1992-07-01,PRCP,GHCND:BR002748023,152.0,"Florianopolis, BR"
1992-08-01,PRCP,GHCND:BR001555001,33.4,"Cuiaba, BR"
1992-08-01,PRCP,GHCND:BR001556000,31.1,"Cuiaba, BR"
1992-08-01,PRCP,GHCND:BR002548000,165.9,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002548001,55.3,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002548038,182.1,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002549004,118.0,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002549017,133.2,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002549041,128.9,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002549075,150.0,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002549077,119.8,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002549078,90.3,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002549079,141.9,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002549080,101.1,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002549081,192.2,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002549082,98.4,"Curitiba, BR"
1992-08-01,PRCP,GHCND:BR002748004,127.3,"Florianopolis, BR"
1992-08-01,PRCP,GHCND:BR002748005,112.1,"Florianopolis, BR"
1992-08-01,PRCP,GHCND:BR002748016,115.9,"Florianopolis, BR"
1992-08-01,PRCP,GHCND:BR002748023,76.2,"Florianopolis, BR"
1992-09-01,PRCP,GHCND:BR001555001,231.7,"Cuiaba, BR"
1992-09-01,PRCP,GHCND:BR001556000,138.3,"Cuiaba, BR"
1992-09-01,PRCP,GHCND:BR002548000,141.2,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002548001,70.1,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002548038,186.7,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002549004,42.6,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002549017,49.5,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002549041,53.5,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002549075,70.1,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002549077,57.8,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002549078,53.0,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002549079,61.7,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002549080,53.4,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002549081,56.5,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002549082,32.9,"Curitiba, BR"
1992-09-01,PRCP,GHCND:BR002748004,111.6,"Florianopolis, BR"
1992-09-01,PRCP,GHCND:BR002748005,135.7,"Florianopolis, BR"
1992-09-01,PRCP,GHCND:BR002748016,86.2,"Florianopolis, BR"
1992-09-01,PRCP,GHCND:BR002748023,56.8,"Florianopolis, BR"
1992-10-01,PRCP,GHCND:BR001555001,315.2,"Cuiaba, BR"
1992-10-01,PRCP,GHCND:BR001556000,240.3,"Cuiaba, BR"
1992-10-01,PRCP,GHCND:BR002548000,107.0,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002548001,81.1,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002548038,80.1,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002549004,38.3,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002549017,68.2,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002549041,46.4,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002549075,63.4,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002549077,72.9,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002549078,76.2,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002549079,93.7,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002549080,84.8,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002549081,117.6,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002549082,77.8,"Curitiba, BR"
1992-10-01,PRCP,GHCND:BR002748004,31.7,"Florianopolis, BR"
1992-10-01,PRCP,GHCND:BR002748005,26.8,"Florianopolis, BR"
1992-10-01,PRCP,GHCND:BR002748016,36.6,"Florianopolis, BR"
1992-10-01,PRCP,GHCND:BR002748023,38.3,"Florianopolis, BR"
1992-11-01,PRCP,GHCND:BR001555001,306.8,"Cuiaba, BR"
1992-11-01,PRCP,GHCND:BR001556000,138.0,"Cuiaba, BR"
1992-11-01,PRCP,GHCND:BR002548000,165.1,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002548001,107.8,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002548038,132.0,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002549004,108.9,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002549017,124.2,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002549041,219.5,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002549075,115.4,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002549077,77.2,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002549078,131.9,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002549079,91.7,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002549080,73.7,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002549081,125.9,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002549082,48.3,"Curitiba, BR"
1992-11-01,PRCP,GHCND:BR002748004,119.1,"Florianopolis, BR"
1992-11-01,PRCP,GHCND:BR002748005,105.3,"Florianopolis, BR"
1992-11-01,PRCP,GHCND:BR002748016,137.2,"Florianopolis, BR"
1992-11-01,PRCP,GHCND:BR002748023,86.5,"Florianopolis, BR"
1992-12-01,PRCP,GHCND:BR001555001,312.9,"Cuiaba, BR"
1992-12-01,PRCP,GHCND:BR001556000,183.4,"Cuiaba, BR"
1992-12-01,PRCP,GHCND:BR001556001,121.4,"Cuiaba, BR"
1992-12-01,PRCP,GHCND:BR002548000,87.3,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002548001,51.1,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002548038,118.9,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002549004,43.5,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002549017,40.0,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002549041,91.7,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002549075,54.8,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002549077,62.6,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002549078,224.3,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002549079,38.2,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002549080,50.0,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002549081,45.0,"Curitiba, BR"
1992-12-01,PRCP,GHCND:BR002748004,81.8,"Florianopolis, BR"
1992-12-01,PRCP,GHCND:BR002748005,43.9,"Florianopolis, BR"
1992-12-01,PRCP,GHCND:BR002748016,47.9,"Florianopolis, BR"
1992-12-01,PRCP,GHCND:BR002748023,54.5,"Florianopolis, BR"
1993-01-01,PRCP,GHCND:BR001555001,218.8,"Cuiaba, BR"
1993-01-01,PRCP,GHCND:BR001556000,79.1,"Cuiaba, BR"
1993-01-01,PRCP,GHCND:BR001556001,55.1,"Cuiaba, BR"
1993-01-01,PRCP,GHCND:BR002548000,423.9,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002548001,150.0,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002548038,391.4,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002549004,310.9,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002549017,264.4,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002549075,249.6,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002549077,205.5,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002549078,208.0,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002549079,213.9,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002549080,210.0,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002549081,230.8,"Curitiba, BR"
1993-01-01,PRCP,GHCND:BR002748004,269.7,"Florianopolis, BR"
1993-01-01,PRCP,GHCND:BR002748005,285.2,"Florianopolis, BR"
